,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
5375,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,236,86, ,C6,"157 HICKS STREET, 3", ,11201,0,0,0,0,0,1900,2,C6,1450000,12/1/2016 0:00
5377,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,237,33, ,C6,"123 HENRY STREET, 2D", ,11201,0,0,0,0,0,1900,2,C6,330000,11/14/2016 0:00
5378,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,238,30, ,C6,"18 MONROE PLACE, 4", ,11201,0,0,0,0,0,1854,2,C6,1495000,4/20/2017 0:00
5379,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,241,23, ,C6,"8 PIERREPONT STREET, 1", ,11201,0,0,0,0,0,1900,2,C6,3775000,11/23/2016 0:00
5380,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,243,37, ,C6,"108 PIERREPONT STR, 6", ,11201,0,0,0,0,0,1900,2,C6,1065000,6/1/2017 0:00
5381,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,243,39, ,C6,"114 PIERREPONT STREET, 3", ,11201,0,0,0,0,0,1900,2,C6,3500000,6/21/2017 0:00
5382,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2,247,9, ,C6,"39 REMSEN STREET, 3C", ,11201,0,0,0,0,0,1910,2,C6,925000,11/10/2016 0:00
5383,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,247,15, ,C6,"25 REMSEN STREET, 3", ,11201,0,0,0,0,0,1900,2,C6,1700000,1/11/2017 0:00
5384,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,247,15, ,C6,"25 REMSEN STREET, 4", ,11201,0,0,0,0,0,1900,2,C6,1975000,6/1/2017 0:00
5385,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2,247,27, ,C6,"66 MONTAGUE STREET, 1F", ,11201,0,0,0,0,0,1940,2,C6,375000,9/6/2016 0:00
5386,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,251,26, ,C6,"40 REMSEN STREET, 7", ,11201,0,0,0,0,0,1900,2,C6,610000,7/21/2017 0:00
5387,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,251,28, ,C6,"44 REMSEN STREET, 1", ,11201,0,0,0,0,0,1900,2,C6,1180000,12/2/2016 0:00
5388,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,252,1, ,C6,"25 JORALEMON STREET, 5", ,11201,0,0,0,0,0,1907,2,C6,2100000,9/26/2016 0:00
5389,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,252,1, ,C6,"25 JORALEMON STREET, 5", ,11201,0,0,0,0,0,1907,2,C6,2220000,6/9/2017 0:00
5390,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,253,76, ,C6,"224 HENRY STREET, 3B/4", ,11201,0,0,0,0,0,1900,2,C6,504963,3/13/2017 0:00
5391,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2,259,47, ,C6,"32 WILLOW PLACE, 9", ,11201,0,0,0,0,0,1900,2,C6,1139000,10/7/2016 0:00
5392,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,260,55, ,C6,"312 HICKS ST., 2", ,11201,0,0,0,0,0,1845,2,C6,1150000,10/5/2016 0:00
5393,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,261,2, ,C6,"313 HICKS STREET, 1", ,11201,0,0,0,0,0,1900,2,C6,1550000,7/20/2017 0:00
5394,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2,261,18, ,C6,"277 HICKS STREET, 1B", ,11201,0,0,0,0,0,1960,2,C6,975000,4/11/2017 0:00
5395,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2,261,18, ,C6,"277 HICKS STREET, 2D", ,11201,0,0,0,0,0,1960,2,C6,1300000,5/22/2017 0:00
5396,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2,261,18, ,C6,"277 HICKS STREET, 4D", ,11201,0,0,0,0,0,1960,2,C6,1675000,8/4/2017 0:00
5397,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,262,32, ,C6,"98 JORALEMON STREET, 3", ,11201,0,0,0,0,0,1899,2,C6,1995000,9/16/2016 0:00
5398,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,263,7, ,C6,"299 HENRY STREET, 2A", ,11201,0,0,0,0,0,1910,2,C6,631000,9/22/2016 0:00
5399,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,263,7, ,C6,"299 HENRY STREET, B1/B2", ,11201,0,0,0,0,0,1910,2,C6,1550000,8/21/2017 0:00
5400,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2,264,10, ,C6,"132 JORALEMON STREET, 2C", ,11201,0,0,0,0,0,1900,2,C6,475000,2/17/2017 0:00
5401,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,270,22, ,C6,"167 CLINTON STREET, 4", ,11201,0,0,0,0,0,1849,2,C6,1520000,7/20/2017 0:00
5402,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,275,33, ,C6,"124 STATE STREET, 4", ,11201,0,0,0,0,0,1900,2,C6,1325000,6/19/2017 0:00
5404,3,BROOKLYN HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,276,27, ,C6,"164 STATE STREET, 3", ,11201,0,0,0,0,0,1900,2,C6,995000,8/14/2017 0:00
5405,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,208,319, ,D4,"184 COLUMBIA HEIGHTS, 4C", ,11201,0,0,0,0,0,1921,2,D4,3775000,3/7/2017 0:00
5406,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,208,331, ,D4,"160 COLUMBIA HEIGHTS, 2C", ,11201,0,0,0,0,0,1937,2,D4,765000,2/17/2017 0:00
5407,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,208,331, ,D4,"160 COLUMBIA HEIGHTS, 5C", ,11201,0,0,0,0,0,1937,2,D4,815000,4/19/2017 0:00
5408,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,208,331, ,D4,"160 COLUMBIA HEIGHTS, 4D", ,11201,0,0,0,0,0,1937,2,D4,477000,6/27/2017 0:00
5409,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,208,331, ,D4,"160 COLUMBIA HEIGHTS, 4C", ,11201,0,0,0,0,0,1937,2,D4,810000,6/29/2017 0:00
5410,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,217,1, ,D4,"75 HENRY STREET, 31C", ,11201,0,0,0,0,0,1967,2,D4,599000,9/29/2016 0:00
5411,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,217,1, ,D4,"75 HENRY STREET, 12C", ,11201,0,0,0,0,0,1967,2,D4,601000,10/13/2016 0:00
5412,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,217,1, ,D4,"75 HENRY STREET, 31D", ,11201,0,0,0,0,0,1967,2,D4,639000,12/16/2016 0:00
5413,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,217,1, ,D4,"75 HENRY STREET, 1A", ,11201,0,0,0,0,0,1967,2,D4,650000,12/22/2016 0:00
5414,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,217,1, ,D4,"75 HENRY STREET, 15J", ,11201,0,0,0,0,0,1967,2,D4,500000,12/28/2016 0:00
5415,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,217,1, ,D4,"75 HENRY STREET, 12D", ,11201,0,0,0,0,0,1967,2,D4,555000,2/16/2017 0:00
5416,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,217,1, ,D4,"75 HENRY STREET, TH41", ,11201,0,0,0,0,0,1967,2,D4,2675000,3/22/2017 0:00
5417,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,217,1, ,D4,"75 HENRY STREET, 16F", ,11201,0,0,0,0,0,1967,2,D4,750000,4/25/2017 0:00
5418,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,217,1, ,D4,"75 HENRY STREET, 12L", ,11201,0,0,0,0,0,1967,2,D4,900000,5/1/2017 0:00
5420,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,217,1, ,D4,"75 HENRY STREET, 1H", ,11201,0,0,0,0,0,1967,2,D4,1300000,6/29/2017 0:00
5421,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,217,1, ,D4,"75 HENRY STREET, 22F", ,11201,0,0,0,0,0,1967,2,D4,785000,6/13/2017 0:00
5422,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,217,1, ,D4,"75 HENRY STREET, 2H", ,11201,0,0,0,0,0,1967,2,D4,1300000,7/13/2017 0:00
5423,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,217,1, ,D4,"75 HENRY STREET, 1B", ,11201,0,0,0,0,0,1967,2,D4,1060000,7/12/2017 0:00
5424,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,217,1, ,D4,"75 HENRY STREET, 14J", ,11201,0,0,0,0,0,1967,2,D4,505000,7/27/2017 0:00
5425,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,217,1, ,D4,"75 HENRY STREET, 1G", ,11201,0,0,0,0,0,1967,2,D4,700000,8/9/2017 0:00
5426,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,226,1, ,D4,"45 PINEAPPLE STREET, 7B", ,11201,0,0,0,0,0,1939,2,D4,675000,10/17/2016 0:00
5427,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,226,1, ,D4,"55 PINEAPPLE STREET, 2E", ,11201,0,0,0,0,0,1939,2,D4,420000,4/13/2017 0:00
5430,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,226,10, ,D4,"54 ORANGE STREET, 3H", ,11201,0,0,0,0,0,1963,2,D4,350000,10/7/2016 0:00
5431,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,226,10, ,D4,"54 ORANGE STREET, 2E", ,11201,0,0,0,0,0,1963,2,D4,425000,3/23/2017 0:00
5432,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,226,13, ,D4,"66 ORANGE ST, 1C", ,11201,0,0,0,0,0,1913,2,D4,1771000,5/24/2017 0:00
5433,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,226,18, ,D4,"72 ORANGE STREET, 6A", ,11201,0,0,0,0,0,1938,2,D4,865328,9/9/2016 0:00
5434,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,226,35, ,D4,"59 PINEAPPLE STREET, 2J", ,11201,0,0,0,0,0,1940,2,D4,362000,6/13/2017 0:00
5435,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,230,17, ,D4,"35 CLARK STREET, A1/A7", ,11201,0,0,0,0,0,1923,2,D4,1568000,9/29/2016 0:00
5436,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,231,19, ,D4,"111 HICKS STREET, 6E", ,11201,0,0,0,0,0,1929,2,D4,375000,9/16/2016 0:00
5437,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,231,19, ,D4,"111 HICKS STREET, 5P", ,11201,0,0,0,0,0,1929,2,D4,1300000,9/12/2016 0:00
5438,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,231,19, ,D4,"111 HICKS STREET, 17J", ,11201,0,0,0,0,0,1929,2,D4,1045000,11/22/2016 0:00
5439,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,231,19, ,D4,"111 HICKS STREET, 7R", ,11201,0,0,0,0,0,1929,2,D4,425000,12/12/2016 0:00
5441,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,231,19, ,D4,"111 HICKS STREET, 10A", ,11201,0,0,0,0,0,1929,2,D4,425000,1/17/2017 0:00
5442,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,231,19, ,D4,"111 HICKS STREET, 8H", ,11201,0,0,0,0,0,1929,2,D4,745000,2/28/2017 0:00
5443,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,231,19, ,D4,"111 HICKS STREET, 25J", ,11201,0,0,0,0,0,1929,2,D4,790000,3/3/2017 0:00
5444,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,231,19, ,D4,"111 HICKS STREET, 14L", ,11201,0,0,0,0,0,1929,2,D4,1160000,3/17/2017 0:00
5445,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,231,19, ,D4,"111 HICKS STREET, 15F", ,11201,0,0,0,0,0,1929,2,D4,750000,3/16/2017 0:00
5447,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,231,19, ,D4,"111 HICKS STREET, 18A", ,11201,0,0,0,0,0,1929,2,D4,450000,5/10/2017 0:00
5448,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,231,19, ,D4,"111 HICKS STREET, 6N", ,11201,0,0,0,0,0,1929,2,D4,682227,7/11/2017 0:00
5449,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,231,19, ,D4,"111 HICKS STREET, 18L", ,11201,0,0,0,0,0,1929,2,D4,670000,7/11/2017 0:00
5451,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,231,30, ,D4,"60 PINEAPPLE STREET, 2D", ,11201,0,0,0,0,0,1899,2,D4,1330000,5/30/2017 0:00
5452,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,235,4, ,D4,"35 PIERREPONT STREET, 6B", ,11201,0,0,0,0,0,1929,2,D4,1250000,11/22/2016 0:00
5453,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,235,4, ,D4,"35 PIERREPONT STREET, 8A", ,11201,0,0,0,0,0,1929,2,D4,1725000,8/9/2017 0:00
5454,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,235,20, ,D4,"135 WILLOW STREET, 112", ,11201,0,0,0,0,0,1956,2,D4,820000,1/19/2017 0:00
5455,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,235,20, ,D4,"135 WILLOW STREET, 611", ,11201,0,0,0,0,0,1956,2,D4,410000,3/28/2017 0:00
5456,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,235,20, ,D4,"135 WILLOW STREET, 802", ,11201,0,0,0,0,0,1956,2,D4,400000,4/18/2017 0:00
5457,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,235,20, ,D4,"135 WILLOW STREET, 205", ,11201,0,0,0,0,0,1956,2,D4,408465,6/13/2017 0:00
5458,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,235,20, ,D4,"135 WILLOW STREET, 804", ,11201,0,0,0,0,0,1956,2,D4,900000,7/11/2017 0:00
5459,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,235,28, ,D4,"115 WILLOW STREET, 6C", ,11201,0,0,0,0,0,1927,2,D4,320000,12/21/2016 0:00
5463,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,235,44, ,D4,"130 HICKS STREET, 4B", ,11201,0,0,0,0,0,1958,2,D4,400000,2/15/2017 0:00
5465,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,236,1, ,D4,"160 HENRY STREET, 6B", ,11201,0,0,0,0,0,1924,2,D4,1700000,1/20/2017 0:00
5466,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,236,11, ,D4,"61 PIERREPONT STREET, 40/41", ,11201,0,0,0,0,0,1905,2,D4,2495000,9/26/2016 0:00
5467,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,236,18, ,D4,"187 HICKS STREET, 6D", ,11201,0,0,0,0,0,1936,2,D4,2455000,6/7/2017 0:00
5468,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,236,18, ,D4,"187 HICKS STREET, 5C", ,11201,0,0,0,0,0,1936,2,D4,1215000,7/31/2017 0:00
5469,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,236,78, ,D4,"173 HICKS STREET, 6B", ,11201,0,0,0,0,0,1900,2,D4,890000,6/6/2017 0:00
5470,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,236,88, ,D4,"145 HICKS STREET, A40", ,11201,0,0,0,0,0,1935,2,D4,845000,10/4/2016 0:00
5471,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,236,88, ,D4,"145 HICKS STREET, A33", ,11201,0,0,0,0,0,1935,2,D4,815000,4/27/2017 0:00
5472,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,236,88, ,D4,"145 HICKS STREET, A16", ,11201,0,0,0,0,0,1935,2,D4,515000,5/25/2017 0:00
5473,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,236,88, ,D4,"145 HICKS STREET, B68", ,11201,0,0,0,0,0,1935,2,D4,850000,6/20/2017 0:00
5474,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,237,8, ,D4,"161 HENRY STREET, 6C", ,11201,0,0,0,0,0,1906,2,D4,3000000,1/27/2017 0:00
5475,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,237,17, ,D4,"155 HENRY STREET, 5G", ,11201,0,0,0,0,0,1928,2,D4,860000,4/3/2017 0:00
5476,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,238,24, ,D4,"30 MONROE PLACE, 5B", ,11201,0,0,0,0,0,1955,2,D4,370000,9/15/2016 0:00
5477,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,238,24, ,D4,"30 MONROE PLACE, 2E", ,11201,0,0,0,0,0,1955,2,D4,860000,11/1/2016 0:00
5478,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,238,26, ,D4,"24 MONROE PLACE, 6C", ,11201,0,0,0,0,0,1928,2,D4,590000,3/29/2017 0:00
5479,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,238,26, ,D4,"24 MONROE PLACE, 10B", ,11201,0,0,0,0,0,1928,2,D4,550000,5/3/2017 0:00
5480,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,238,61, ,D4,"30 CLINTON STREET, 1A", ,11201,0,0,0,0,0,1926,2,D4,369000,10/7/2016 0:00
5481,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,238,61, ,D4,"30 CLINTON STREET, 2E", ,11201,0,0,0,0,0,1926,2,D4,549000,5/16/2017 0:00
5482,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,238,61, ,D4,"30 CLINTON STREET, 1D", ,11201,0,0,0,0,0,1926,2,D4,378500,5/24/2017 0:00
5483,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,238,61, ,D4,"30 CLINTON STREET, 2G", ,11201,0,0,0,0,0,1926,2,D4,600000,8/1/2017 0:00
5484,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,238,65, ,D4,"40 CLINTON STREET, 10D", ,11201,0,0,0,0,0,1964,2,D4,1113000,10/12/2016 0:00
5485,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,238,65, ,D4,"40 CLINTON STREET, 4P", ,11201,0,0,0,0,0,1964,2,D4,465000,12/9/2016 0:00
5486,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,238,65, ,D4,"40 CLINTON STREET, 3B", ,11201,0,0,0,0,0,1964,2,D4,450000,12/8/2016 0:00
5487,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,238,65, ,D4,"40 CLINTON STREET, 6J", ,11201,0,0,0,0,0,1964,2,D4,570000,12/15/2016 0:00
5488,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,238,65, ,D4,"40 CLINTON STREET, 9L", ,11201,0,0,0,0,0,1964,2,D4,645000,2/8/2017 0:00
5489,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,238,65, ,D4,"40 CLINTON STREET, 10E", ,11201,0,0,0,0,0,1964,2,D4,879000,6/14/2017 0:00
5490,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,241,1, ,D4,"198 HICKS STREET, A", ,11201,0,0,0,0,0,1910,2,D4,2325000,1/9/2017 0:00
5491,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,241,12, ,D4,"57 MONTAGUE STREET, 3A", ,11201,0,0,0,0,0,1949,2,D4,850000,12/15/2016 0:00
5492,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,241,12, ,D4,"57 MONTAGUE STREET, 4H", ,11201,0,0,0,0,0,1949,2,D4,450000,12/21/2016 0:00
5493,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,241,12, ,D4,"57 MONTAGUE STREET, 3C", ,11201,0,0,0,0,0,1949,2,D4,775000,1/30/2017 0:00
5494,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,241,12, ,D4,"57 MONTAGUE STREET, 11C", ,11201,0,0,0,0,0,1949,2,D4,2700000,2/24/2017 0:00
5495,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,241,12, ,D4,"57 MONTAGUE STREET, 7J", ,11201,0,0,0,0,0,1949,2,D4,975000,5/22/2017 0:00
5496,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,241,12, ,D4,"57 MONTAGUE STREET, 8H", ,11201,0,0,0,0,0,1949,2,D4,510000,7/25/2017 0:00
5497,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,241,28, ,D4,"20 PIERREPONT STREET, 6D", ,11201,0,0,0,0,0,1934,2,D4,1550000,6/14/2017 0:00
5498,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,241,28, ,D4,"20 PIERREPONT STREET, 2C", ,11201,0,0,0,0,0,1934,2,D4,1500000,8/14/2017 0:00
5499,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2C,241,29, ,D4,"22 PIERREPONT STREET, 3", ,11201,0,0,0,0,0,1855,2,D4,2200000,10/11/2016 0:00
5500,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,242,12, ,D4,"105 MONTAGUE STREET, 201", ,11201,0,0,0,0,0,1900,2,D4,1150000,10/17/2016 0:00
5501,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2C,242,35, ,D4,"80 PIERREPONT STREET, 4", ,11201,0,0,0,0,0,1845,2,D4,1800000,2/14/2017 0:00
5502,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,247,25, ,D4,"62 MONTAGUE STREET, 8D", ,11201,0,0,0,0,0,1900,2,D4,651000,1/26/2017 0:00
5503,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,247,25, ,D4,"62 MONTAGUE STREET, 9D", ,11201,0,0,0,0,0,1900,2,D4,570000,7/19/2017 0:00
5504,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,250,14, ,D4,"161 REMSEN STREET, 3B", ,11201,0,0,0,0,0,1930,2,D4,557000,11/16/2016 0:00
5505,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,251,43, ,D4,"45 GRACE COURT, 4E", ,11201,0,0,0,0,0,1963,2,D4,490000,6/23/2017 0:00
5506,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,252,8, ,D4,"2 GRACE COURT, 5A", ,11201,0,0,0,0,0,1930,2,D4,1104901,9/2/2016 0:00
5507,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,252,8, ,D4,"2 GRACE COURT, 1P", ,11201,0,0,0,0,0,1930,2,D4,560000,9/13/2016 0:00
5509,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,252,8, ,D4,"2 GRACE COURT, 2N", ,11201,0,0,0,0,0,1930,2,D4,1225000,5/18/2017 0:00
5510,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,252,8, ,D4,"2 GRACE COURT, 1M", ,11201,0,0,0,0,0,1930,2,D4,620000,6/28/2017 0:00
5511,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,252,8, ,D4,"2 GRACE COURT, 3P", ,11201,0,0,0,0,0,1930,2,D4,590000,7/11/2017 0:00
5512,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,252,8, ,D4,"2 GRACE COURT, 4Z", ,11201,0,0,0,0,0,1930,2,D4,865000,8/3/2017 0:00
5513,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,252,8, ,D4,"2 GRACE COURT, 4V", ,11201,0,0,0,0,0,1930,2,D4,688000,8/3/2017 0:00
5514,3,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,253,53, ,D4,"60 REMSEN STREET, 8B", ,11201,0,0,0,0,0,1956,2,D4,830000,10/12/2016 0:00
